system:index,CLOUD_COVER
LC09_045030_20220424,0.27
LC09_045030_20220627,0.29
LC09_045031_20220219,0.69
LC09_045031_20220307,0.78
LC09_045031_20220627,0.14
LC09_045033_20220424,0.69
LC09_046031_20220210,0.73
LC09_046032_20220210,0.25
LC09_046033_20220210,0.0
LC09_047027_20220625,0.9
LC09_047028_20220625,0.04
LC09_047029_20220625,0.48
LC09_047030_20220406,0.0
LC09_047031_20220406,0.01
